Timestamp,Date,Hour,Day_of_Week,Source_IP,Destination_IP,Source_Port,Destination_Port,Protocol,Attack_Type,Severity,Country_of_Origin,Flow_Duration_ms,Total_Packets,Total_Bytes,Avg_Packet_Size,Packets_per_Second,Bytes_per_Second,Status,Alert_Generated,Confidence_Score,Session_ID
2024-05-18 11:33:00,2024-05-18,11,Saturday,192.168.9.234,70.84.131.234,55070,3389,ICMP,BENIGN,None,Brazil,421659,944,3928748,194,703.87,966503.56,Allowed,No,0.26,SES-00052
2024-04-11 17:23:00,2024-04-11,17,Thursday,192.168.2.203,102.7.135.138,9123,8080,ICMP,FTP-Patator,Medium,Germany,306487,3122,3116246,261,3374.22,471529.72,Allowed,Yes,0.66,SES-00053
2024-06-14 02:40:00,2024-06-14,2,Friday,192.168.8.233,180.154.209.30,10184,80,UDP,PortScan,Medium,Australia,60890,797,1969745,1140,678.41,453698.39,Allowed,Yes,0.97,SES-00054
2024-02-09 13:41:00,2024-02-09,13,Friday,192.168.2.214,126.208.143.9,46262,21,UDP,DoS Hulk,High,Australia,498374,1935,3042531,243,4904.64,367398.23,Detected,Yes,0.53,SES-00055
2024-02-01 14:05:00,2024-02-01,14,Thursday,192.168.4.165,164.10.25.202,22880,22,ICMP,BENIGN,None,Russia,35981,4541,1737861,1240,1079.84,869708.46,Allowed,No,0.1,SES-00056
2024-06-01 00:17:00,2024-06-01,0,Saturday,192.168.3.253,34.128.89.29,44347,22,TCP,BENIGN,None,Brazil,414189,1950,4939756,703,79.0,265440.97,Allowed,No,0.04,SES-00057
2024-01-30 23:04:00,2024-01-30,23,Tuesday,192.168.8.115,200.185.55.116,34043,454,TCP,DoS Hulk,High,Canada,158151,3753,261410,164,4992.93,847313.81,Blocked,No,0.86,SES-00058
2024-01-21 10:38:00,2024-01-21,10,Sunday,192.168.3.17,33.140.166.98,40174,25,ICMP,DoS Hulk,High,South Korea,225558,813,959874,1380,3254.62,768985.83,Allowed,Yes,0.73,SES-00059
2024-03-27 14:25:00,2024-03-27,14,Wednesday,192.168.7.187,25.160.218.81,44612,8080,TCP,BENIGN,None,Australia,35207,748,716188,230,2159.44,744614.51,Allowed,No,0.11,SES-00060
2024-01-16 18:35:00,2024-01-16,18,Tuesday,192.168.9.85,172.62.210.91,58276,80,UDP,BENIGN,None,South Korea,163823,2881,869164,1223,2537.11,154814.7,Allowed,No,0.14,SES-00061
2024-03-30 17:23:00,2024-03-30,17,Saturday,192.168.2.196,72.115.219.217,37787,54,ICMP,DoS slowloris,High,Germany,15189,1478,2292458,1479,3812.07,921545.37,Blocked,No,0.57,SES-00062
2024-01-18 04:47:00,2024-01-18,4,Thursday,192.168.1.24,192.110.192.108,30754,22,UDP,DDoS,Critical,Germany,378334,2658,4761419,1261,424.88,52703.57,Blocked,Yes,0.84,SES-00063
2024-06-18 13:31:00,2024-06-18,13,Tuesday,192.168.10.114,107.139.110.194,34601,8080,UDP,BENIGN,None,USA,148512,4859,4082271,1119,3335.7,45512.82,Allowed,No,0.12,SES-00064
2024-01-02 06:19:00,2024-01-02,6,Tuesday,192.168.4.197,36.130.148.84,8887,25,ICMP,PortScan,Medium,UK,92124,1059,3189511,1130,3518.39,500312.32,Detected,Yes,0.54,SES-00065
2024-01-11 13:01:00,2024-01-11,13,Thursday,192.168.8.236,20.160.219.147,27528,3389,TCP,Bot,High,UK,10944,2661,1441876,1305,2300.54,689641.08,Blocked,Yes,0.55,SES-00066
2024-04-12 16:05:00,2024-04-12,16,Friday,192.168.7.223,80.173.113.86,52084,443,ICMP,DoS Hulk,High,USA,278199,4178,1626682,755,1755.56,958227.53,Allowed,No,0.55,SES-00067
2024-02-14 19:09:00,2024-02-14,19,Wednesday,192.168.2.46,198.252.237.194,37968,920,ICMP,BENIGN,None,South Korea,169464,2590,1266422,940,341.52,442263.84,Allowed,No,0.09,SES-00068
2024-01-15 11:32:00,2024-01-15,11,Monday,192.168.2.80,119.231.19.15,25189,443,ICMP,BENIGN,None,USA,322451,4867,4253693,827,2313.61,554360.94,Allowed,No,0.24,SES-00069
2024-04-25 18:41:00,2024-04-25,18,Thursday,192.168.4.83,155.243.77.246,5078,443,UDP,Bot,High,USA,264538,1414,328447,547,3538.14,990986.92,Allowed,Yes,0.68,SES-00070
2024-04-09 13:49:00,2024-04-09,13,Tuesday,192.168.6.174,154.26.171.17,22630,3306,ICMP,Web Attack - XSS,Medium,UK,148984,2065,1261522,722,407.6,663645.74,Detected,Yes,0.83,SES-00071
2024-02-03 19:45:00,2024-02-03,19,Saturday,192.168.2.80,144.192.168.209,9399,53,ICMP,DDoS,Critical,Brazil,9568,2971,2591056,409,4755.85,341798.17,Allowed,No,1.0,SES-00072
2024-03-16 03:32:00,2024-03-16,3,Saturday,192.168.9.214,190.19.172.225,51244,269,UDP,BENIGN,None,China,85074,1482,1388743,936,218.56,364362.98,Allowed,No,0.22,SES-00073
2024-06-05 09:48:00,2024-06-05,9,Wednesday,192.168.8.60,137.122.158.248,54017,21,UDP,Web Attack - Sql Injection,Critical,South Korea,231009,3783,2363772,822,2514.58,418718.96,Blocked,No,0.8,SES-00074
2024-01-14 20:30:00,2024-01-14,20,Sunday,192.168.6.142,27.63.145.22,51035,3389,UDP,Bot,High,Canada,77263,3584,769449,494,4083.53,884641.31,Detected,Yes,0.7,SES-00075
2024-04-08 02:23:00,2024-04-08,2,Monday,192.168.4.8,82.50.171.203,10595,80,UDP,BENIGN,None,Australia,364952,1137,3935280,958,3076.78,905866.9,Allowed,No,0.01,SES-00076
2024-02-08 17:46:00,2024-02-08,17,Thursday,192.168.10.136,109.56.147.61,20760,80,TCP,BENIGN,None,UK,335004,3745,526964,267,4183.45,499879.24,Allowed,No,0.16,SES-00077
2024-05-27 07:45:00,2024-05-27,7,Monday,192.168.3.75,110.0.180.62,38423,22,ICMP,DDoS,Critical,USA,274466,2955,567835,1117,2720.46,786433.69,Allowed,No,0.94,SES-00078
2024-04-09 11:16:00,2024-04-09,11,Tuesday,192.168.1.92,202.34.176.62,49058,213,ICMP,BENIGN,None,Brazil,69955,364,2955398,1158,1692.8,642831.34,Allowed,No,0.25,SES-00079
2024-06-27 15:40:00,2024-06-27,15,Thursday,192.168.3.208,35.32.234.10,20255,80,TCP,DDoS,Critical,India,165473,2541,4323450,855,4945.61,543076.39,Blocked,Yes,0.6,SES-00080
2024-01-13 20:21:00,2024-01-13,20,Saturday,192.168.5.32,205.188.223.228,27239,53,UDP,BENIGN,None,China,260163,4076,3081629,1103,1333.68,82703.25,Allowed,No,0.13,SES-00081
2024-02-16 17:18:00,2024-02-16,17,Friday,192.168.6.27,21.167.151.79,30247,22,ICMP,DoS Hulk,High,Australia,184321,3663,355400,762,3074.3,434997.01,Allowed,Yes,0.53,SES-00082
2024-04-13 11:32:00,2024-04-13,11,Saturday,192.168.3.244,8.73.224.9,9296,21,ICMP,DDoS,Critical,Brazil,189881,3137,4758492,106,3025.51,679094.15,Detected,Yes,0.88,SES-00083
2024-05-15 11:25:00,2024-05-15,11,Wednesday,192.168.6.167,72.127.58.7,49237,25,ICMP,PortScan,Medium,UK,478969,4602,987950,576,3874.84,704067.41,Blocked,Yes,0.85,SES-00084
2024-02-21 03:08:00,2024-02-21,3,Wednesday,192.168.2.116,45.227.44.208,45714,8080,ICMP,Infiltration,Critical,USA,288366,4442,2435835,654,4256.83,711837.92,Detected,Yes,0.9,SES-00085
2024-02-01 06:50:00,2024-02-01,6,Thursday,192.168.3.61,203.252.13.93,37332,25,ICMP,PortScan,Medium,China,320847,707,551635,673,1990.86,716961.91,Blocked,Yes,0.7,SES-00086
2024-02-02 10:41:00,2024-02-02,10,Friday,192.168.2.116,120.176.65.225,55356,22,UDP,PortScan,Medium,Canada,477485,454,1041638,1101,765.16,164740.61,Blocked,Yes,0.67,SES-00087
2024-03-13 02:16:00,2024-03-13,2,Wednesday,192.168.4.163,142.140.64.161,20869,3306,ICMP,Web Attack - XSS,Medium,China,310288,4757,1293575,390,3293.7,720660.71,Allowed,Yes,0.78,SES-00088
2024-01-08 02:02:00,2024-01-08,2,Monday,192.168.10.68,167.107.213.159,42900,25,ICMP,DoS slowloris,High,Canada,151881,2475,4051334,541,4023.46,685022.34,Blocked,No,0.53,SES-00089
2024-05-03 14:13:00,2024-05-03,14,Friday,192.168.6.156,37.160.163.188,57435,53,TCP,DoS Hulk,High,Brazil,270007,4602,890835,693,1208.77,122609.66,Blocked,No,0.53,SES-00090
2024-06-06 13:15:00,2024-06-06,13,Thursday,192.168.3.209,84.160.97.196,11466,3306,UDP,Web Attack - XSS,Medium,Australia,460898,2528,4172344,87,450.34,393302.86,Blocked,Yes,0.79,SES-00091
2024-03-13 15:38:00,2024-03-13,15,Wednesday,192.168.8.74,138.4.55.111,9801,8080,UDP,BENIGN,None,Brazil,23730,3282,429241,1207,2809.13,362587.52,Allowed,No,0.09,SES-00092
2024-04-25 17:17:00,2024-04-25,17,Thursday,192.168.10.175,157.60.65.250,7360,8080,UDP,BENIGN,None,Canada,492289,2996,1210302,447,3012.35,401446.95,Allowed,No,0.01,SES-00093
2024-03-26 15:33:00,2024-03-26,15,Tuesday,192.168.8.39,156.71.167.239,41202,22,UDP,BENIGN,None,South Korea,387626,2452,4980623,728,2536.62,509763.13,Allowed,No,0.15,SES-00094
2024-05-01 00:23:00,2024-05-01,0,Wednesday,192.168.6.173,29.213.157.204,59925,55,UDP,PortScan,Medium,Germany,343728,4739,4845648,506,3607.03,583564.92,Blocked,Yes,0.81,SES-00095
2024-02-07 21:15:00,2024-02-07,21,Wednesday,192.168.1.147,180.56.97.5,29927,53,TCP,DoS slowloris,High,UK,362031,1671,3442595,1067,3874.88,920528.9,Detected,Yes,0.53,SES-00096
2024-02-23 17:20:00,2024-02-23,17,Friday,192.168.8.135,97.160.88.118,60800,3306,UDP,BENIGN,None,Germany,319865,3967,1612928,544,1395.1,298569.31,Allowed,No,0.28,SES-00097
2024-03-14 22:13:00,2024-03-14,22,Thursday,192.168.8.82,123.178.140.74,9011,53,UDP,Infiltration,Critical,China,152290,345,2412918,201,1731.88,442431.87,Blocked,Yes,0.6,SES-00098
2024-05-23 22:17:00,2024-05-23,22,Thursday,192.168.3.28,158.122.124.13,44922,21,TCP,PortScan,Medium,USA,216698,2706,3962911,245,3405.99,137553.29,Missed,Yes,0.58,SES-00099
2024-05-01 15:41:00,2024-05-01,15,Wednesday,192.168.4.194,74.164.146.166,4901,184,TCP,DDoS,Critical,Canada,387294,306,1468649,895,4411.24,175871.13,Detected,Yes,0.7,SES-00100
2024-03-15 01:00:00,2024-03-15,1,Friday,192.168.5.146,155.54.171.73,30800,22,ICMP,DoS Hulk,High,Australia,143055,1580,945049,717,812.56,458968.58,Blocked,No,0.87,SES-00101
2024-05-25 21:48:00,2024-05-25,21,Saturday,192.168.4.45,157.207.218.132,22515,53,ICMP,SSH-Patator,Medium,USA,96888,1152,4005275,702,4679.13,6929.44,Blocked,Yes,0.63,SES-00102
2024-05-29 23:36:00,2024-05-29,23,Wednesday,192.168.1.67,168.184.120.16,44788,25,UDP,BENIGN,None,China,212565,4117,2608772,1453,587.17,916138.77,Allowed,No,0.09,SES-00103
2024-02-26 04:30:00,2024-02-26,4,Monday,192.168.3.117,192.191.212.180,37018,3306,ICMP,PortScan,Medium,Russia,399443,2028,4998153,207,2627.58,528220.31,Blocked,Yes,0.56,SES-00104
2024-05-09 06:36:00,2024-05-09,6,Thursday,192.168.9.39,43.167.226.30,45607,421,UDP,DoS slowloris,High,USA,471286,4181,3737079,153,2267.22,513296.52,Blocked,No,0.73,SES-00105
2024-01-06 12:16:00,2024-01-06,12,Saturday,192.168.1.191,56.37.23.109,23603,3306,TCP,DoS slowloris,High,USA,489577,3868,266311,627,2044.39,768995.17,Allowed,Yes,0.82,SES-00106
2024-04-07 14:55:00,2024-04-07,14,Sunday,192.168.7.97,21.68.178.31,12720,3306,TCP,DoS Hulk,High,Russia,437696,29,190817,651,2315.07,719122.07,Blocked,Yes,0.61,SES-00107
2024-02-09 08:12:00,2024-02-09,8,Friday,192.168.2.9,208.214.8.62,14529,443,ICMP,DoS Hulk,High,India,234073,4898,408426,541,3702.73,402325.12,Blocked,Yes,0.93,SES-00108
2024-05-08 09:14:00,2024-05-08,9,Wednesday,192.168.10.82,148.164.121.78,58450,3306,TCP,BENIGN,None,UK,157559,2255,511449,1180,4742.61,879725.92,Allowed,No,0.27,SES-00109
2024-04-19 17:31:00,2024-04-19,17,Friday,192.168.1.249,89.195.163.179,28308,22,UDP,DDoS,Critical,UK,96415,4407,3972263,533,4246.72,300806.35,Allowed,Yes,0.96,SES-00110
2024-04-16 17:33:00,2024-04-16,17,Tuesday,192.168.3.100,63.130.104.85,43406,25,UDP,PortScan,Medium,USA,280837,1561,432420,589,1885.9,605008.95,Blocked,No,0.9,SES-00111
2024-06-20 17:13:00,2024-06-20,17,Thursday,192.168.8.54,223.170.155.245,60595,21,TCP,PortScan,Medium,USA,391589,3924,2035119,1464,3022.05,204592.69,Detected,Yes,0.89,SES-00112
2024-05-16 20:22:00,2024-05-16,20,Thursday,192.168.5.67,93.254.238.26,53637,8080,TCP,BENIGN,None,Brazil,164071,3391,383588,1192,4320.44,741278.25,Allowed,No,0.0,SES-00113
2024-05-29 18:46:00,2024-05-29,18,Wednesday,192.168.7.76,40.100.168.59,25917,25,ICMP,PortScan,Medium,Brazil,134923,4003,4115514,983,841.25,794996.02,Blocked,Yes,0.74,SES-00114
2024-05-18 20:03:00,2024-05-18,20,Saturday,192.168.9.9,215.38.24.196,1442,22,ICMP,Web Attack - XSS,Medium,Russia,35644,1238,76784,487,2528.71,373263.37,Allowed,Yes,0.81,SES-00115
2024-05-04 00:00:00,2024-05-04,0,Saturday,192.168.9.142,106.6.8.136,48353,3306,UDP,DoS Hulk,High,India,263315,3528,1503899,259,4590.25,524432.96,Blocked,Yes,0.63,SES-00116
2024-04-11 02:23:00,2024-04-11,2,Thursday,192.168.7.118,145.124.115.77,45853,80,TCP,BENIGN,None,UK,198853,3090,4636495,1014,280.67,9549.23,Allowed,No,0.05,SES-00117
2024-04-21 20:50:00,2024-04-21,20,Sunday,192.168.6.145,220.48.21.59,14879,3389,TCP,DoS Hulk,High,USA,358847,2297,4555371,1194,3290.58,179436.57,Detected,No,0.6,SES-00118
2024-04-11 02:19:00,2024-04-11,2,Thursday,192.168.3.145,62.199.169.99,50543,443,ICMP,BENIGN,None,Brazil,28162,801,3666662,515,4193.39,340658.69,Allowed,No,0.23,SES-00119
2024-04-11 10:01:00,2024-04-11,10,Thursday,192.168.5.201,116.251.116.92,37267,53,TCP,Web Attack - Sql Injection,Critical,South Korea,346392,3114,718954,1306,1476.97,246525.14,Blocked,Yes,0.69,SES-00120
2024-02-09 23:24:00,2024-02-09,23,Friday,192.168.6.93,28.46.2.242,21226,8080,UDP,SSH-Patator,Medium,USA,69481,716,1572056,922,2244.27,554784.53,Blocked,No,0.68,SES-00121
2024-06-02 10:55:00,2024-06-02,10,Sunday,192.168.7.4,75.211.198.200,6574,498,ICMP,BENIGN,None,China,359312,3119,1421983,324,1344.67,268479.96,Allowed,No,0.04,SES-00122
2024-03-11 13:19:00,2024-03-11,13,Monday,192.168.8.201,20.184.128.242,17184,1016,ICMP,BENIGN,None,Russia,240061,877,1136668,663,33.94,395752.41,Allowed,No,0.25,SES-00123
2024-03-25 14:21:00,2024-03-25,14,Monday,192.168.7.209,211.69.153.83,40556,25,UDP,BENIGN,None,China,208802,2615,2444944,1463,3164.55,967766.31,Allowed,No,0.23,SES-00124
2024-03-12 12:23:00,2024-03-12,12,Tuesday,192.168.2.239,145.102.92.175,51330,25,ICMP,BENIGN,None,Russia,229886,2387,580244,877,3364.92,139265.2,Allowed,No,0.09,SES-00125
2024-02-09 22:27:00,2024-02-09,22,Friday,192.168.7.19,115.245.205.137,34225,3306,TCP,BENIGN,None,Brazil,367868,4399,4981422,1346,4572.01,109458.49,Allowed,No,0.07,SES-00126
2024-02-12 20:39:00,2024-02-12,20,Monday,192.168.1.145,166.204.169.248,53205,443,TCP,DDoS,Critical,USA,135663,1819,4283962,1102,2790.01,687695.64,Blocked,Yes,0.73,SES-00127
2024-06-25 16:09:00,2024-06-25,16,Tuesday,192.168.6.7,124.53.151.107,61353,443,ICMP,DDoS,Critical,China,182634,2556,2877951,972,3921.37,521162.72,Blocked,No,0.86,SES-00128
2024-01-18 09:02:00,2024-01-18,9,Thursday,192.168.2.6,218.175.55.174,53456,21,ICMP,DoS Hulk,High,China,289369,1312,2776642,1186,2131.9,462107.95,Allowed,Yes,0.59,SES-00129
2024-04-11 00:47:00,2024-04-11,0,Thursday,192.168.10.227,51.230.219.100,1315,21,UDP,DDoS,Critical,USA,302706,834,4503851,422,1829.03,197154.57,Blocked,Yes,0.74,SES-00130
